disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
847,Sunburn,Skin,"cough, fatigue, stomach pain",9,Specialist Doctor,Pomegranate,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
848,Dengue,Infectious,"fever, stomach pain, vomiting",5,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
849,Bronchitis,Respiratory,"fatigue, fever, vomiting",1,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
850,Sinusitis,Respiratory,"body ache, fatigue, stomach pain",10,Specialist Doctor,Curd rice,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
851,Allergic Rhinitis,Respiratory,"body ache, headache, nausea",1,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
852,Heat Stroke,General,"headache, stomach pain, vomiting",6,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
853,Allergic Rhinitis,Respiratory,"body ache, fever, vomiting",6,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
854,Sinusitis,Respiratory,"fever, itching, stomach pain",5,General Physician,Papaya,Raw salads (if infectious),Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
855,Vitamin D Deficiency,General,"body ache, nausea, vomiting",6,Specialist Doctor,Curd rice,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
856,Dehydration,General,"fatigue, stomach pain, vomiting",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
857,Allergic Rhinitis,Respiratory,"body ache, fever, vomiting",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
858,Chickenpox,Infectious,"body ache, fatigue, headache",6,Specialist Doctor,Papaya,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
859,Eczema,Skin,"body ache, headache, nausea",4,General Physician,Papaya,Cold drinks,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
860,Sunburn,Skin,"body ache, fever, vomiting",4,General Physician,Boiled vegetables,Deep-fried pakoras,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
861,Vitamin D Deficiency,General,"body ache, fatigue, fever",4,General Physician,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
862,Sinusitis,Respiratory,"fatigue, headache, itching",4,General Physician,Papaya,Spicy street food,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
863,Eczema,Skin,"fever, headache, itching",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
864,Gastritis,Gastrointestinal,"body ache, fatigue, fever",3,General Physician,Curd rice,Cold drinks,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
865,Amoebiasis,Gastrointestinal,"cough, headache, itching",9,Specialist Doctor,Papaya,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
866,Dehydration,General,"itching, stomach pain, vomiting",8,Specialist Doctor,Papaya,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
867,Heat Rash,Skin,"fatigue, nausea, stomach pain",4,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
868,Acne,Skin,"cough, fatigue, stomach pain",4,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
869,Vitamin D Deficiency,General,"cough, fatigue, vomiting",7,Specialist Doctor,Pomegranate,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
870,Gastritis,Gastrointestinal,"headache, itching, nausea",6,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
871,Vitamin D Deficiency,General,"body ache, fever, itching",7,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
872,Malaria,Infectious,"body ache, fever, headache",9,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
873,Heat Stroke,General,"body ache, headache, itching",9,Specialist Doctor,Pomegranate,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
874,Acidity,Gastrointestinal,"body ache, fever, nausea",5,General Physician,Boiled vegetables,Excessive caffeine,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,650,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
875,Amoebiasis,Gastrointestinal,"body ache, fatigue, stomach pain",8,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
876,Acne,Skin,"fever, itching, stomach pain",7,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
877,Acidity,Gastrointestinal,"body ache, itching, vomiting",3,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
878,Gastritis,Gastrointestinal,"body ache, itching, nausea",1,General Physician,Pomegranate,Spicy street food,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
879,Amoebiasis,Gastrointestinal,"cough, itching, vomiting",7,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
880,Dengue,Infectious,"body ache, cough, stomach pain",10,Specialist Doctor,Pomegranate,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
881,Vitamin D Deficiency,General,"body ache, fever, vomiting",3,General Physician,Pomegranate,Spicy street food,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
882,Malaria,Infectious,"cough, fever, headache",6,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
883,Dehydration,General,"cough, stomach pain, vomiting",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
884,Fungal Infection,Skin,"body ache, fever, nausea",5,General Physician,Papaya,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,650,Jeera water for digestion.,Rubbing heavy salt on rashes.
885,Influenza,Infectious,"cough, headache, itching",3,General Physician,Curd rice,Deep-fried pakoras,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Saltwater gargles for throat infection.,Using battery acid for skin patches.
886,Typhoid,Infectious,"headache, nausea, vomiting",7,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
887,Anemia,General,"fatigue, headache, stomach pain",10,Specialist Doctor,Pomegranate,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
888,Heat Rash,Skin,"fever, itching, nausea",9,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
889,Bronchitis,Respiratory,"headache, itching, stomach pain",3,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
890,Vitamin D Deficiency,General,"body ache, fatigue, fever",6,Specialist Doctor,Boiled vegetables,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
891,Sunburn,Skin,"cough, headache, itching",3,General Physician,Boiled vegetables,Excessive caffeine,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Rubbing heavy salt on rashes.
892,Sunburn,Skin,"fever, nausea, vomiting",1,General Physician,Boiled vegetables,Raw salads (if infectious),Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Rubbing heavy salt on rashes.
893,Influenza,Infectious,"body ache, headache, stomach pain",4,General Physician,Curd rice,Spicy street food,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
894,Eczema,Skin,"fatigue, headache, stomach pain",10,Specialist Doctor,Papaya,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
895,Sinusitis,Respiratory,"body ache, cough, nausea",9,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
896,Food Poisoning,Gastrointestinal,"fatigue, itching, vomiting",10,Specialist Doctor,Pomegranate,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
897,Sinusitis,Respiratory,"fever, itching, nausea",4,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
898,Amoebiasis,Gastrointestinal,"fatigue, fever, stomach pain",3,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
899,Acidity,Gastrointestinal,"fatigue, fever, nausea",4,General Physician,Papaya,Excessive caffeine,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
900,Acidity,Gastrointestinal,"fatigue, nausea, vomiting",4,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
901,Fungal Infection,Skin,"cough, fever, itching",10,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
902,Common Cold,Infectious,"fatigue, fever, vomiting",2,General Physician,Boiled vegetables,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
903,Dehydration,General,"cough, fever, headache",8,Specialist Doctor,Curd rice,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
904,Anemia,General,"fatigue, headache, vomiting",2,General Physician,Curd rice,Deep-fried pakoras,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Jeera water for digestion.,Putting oil or ghee on open wounds.
905,Vitamin D Deficiency,General,"body ache, itching, vomiting",10,Specialist Doctor,Curd rice,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
906,Anemia,General,"cough, fatigue, headache",10,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
907,Asthma,Respiratory,"fever, headache, vomiting",8,Specialist Doctor,Papaya,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
908,Amoebiasis,Gastrointestinal,"fever, itching, vomiting",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
909,Bronchitis,Respiratory,"cough, itching, vomiting",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
910,Sunburn,Skin,"body ache, fatigue, fever",6,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
911,Vitamin D Deficiency,General,"cough, fatigue, itching",8,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
912,Acne,Skin,"cough, headache, vomiting",9,Specialist Doctor,Papaya,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
913,Sunburn,Skin,"body ache, headache, stomach pain",2,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
914,Bronchitis,Respiratory,"cough, stomach pain, vomiting",9,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
915,Diarrhea,Gastrointestinal,"body ache, itching, vomiting",2,General Physician,Papaya,Raw salads (if infectious),Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Saltwater gargles for throat infection.,Using battery acid for skin patches.
916,Influenza,Infectious,"body ache, fever, stomach pain",10,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
917,Sinusitis,Respiratory,"cough, headache, itching",4,General Physician,Curd rice,Spicy street food,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
918,Diarrhea,Gastrointestinal,"cough, itching, stomach pain",6,Specialist Doctor,Pomegranate,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
919,Gastritis,Gastrointestinal,"body ache, itching, vomiting",8,Specialist Doctor,Pomegranate,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
920,Acidity,Gastrointestinal,"cough, headache, itching",3,General Physician,Pomegranate,Excessive caffeine,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
921,Diarrhea,Gastrointestinal,"itching, nausea, stomach pain",2,General Physician,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
922,Sinusitis,Respiratory,"fatigue, itching, vomiting",5,General Physician,Curd rice,Deep-fried pakoras,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
923,Allergic Rhinitis,Respiratory,"fatigue, nausea, stomach pain",4,General Physician,Papaya,Excessive caffeine,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
924,Sunburn,Skin,"fever, headache, stomach pain",2,General Physician,Boiled vegetables,Excessive caffeine,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
925,Acne,Skin,"body ache, fever, stomach pain",6,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
926,Amoebiasis,Gastrointestinal,"itching, nausea, stomach pain",1,General Physician,Pomegranate,Cold drinks,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
927,Eczema,Skin,"body ache, headache, itching",8,Specialist Doctor,Curd rice,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
928,Diarrhea,Gastrointestinal,"body ache, nausea, vomiting",5,General Physician,Curd rice,Excessive caffeine,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
929,Heat Stroke,General,"fatigue, nausea, vomiting",5,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
930,Sunburn,Skin,"itching, stomach pain, vomiting",5,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
931,Eczema,Skin,"cough, nausea, stomach pain",8,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
932,Typhoid,Infectious,"itching, stomach pain, vomiting",8,Specialist Doctor,Curd rice,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
933,Dehydration,General,"fever, headache, itching",1,General Physician,Curd rice,Spicy street food,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Saltwater gargles for throat infection.,Using battery acid for skin patches.
934,Anemia,General,"body ache, itching, nausea",5,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Saltwater gargles for throat infection.,Using battery acid for skin patches.
935,Common Cold,Infectious,"body ache, fatigue, nausea",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
936,Typhoid,Infectious,"body ache, fatigue, headache",6,Specialist Doctor,Curd rice,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
937,Vitamin D Deficiency,General,"fever, itching, stomach pain",6,Specialist Doctor,Boiled vegetables,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
938,Heat Rash,Skin,"body ache, cough, fatigue",5,General Physician,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
939,Sinusitis,Respiratory,"body ache, fever, stomach pain",10,Specialist Doctor,Pomegranate,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
940,Food Poisoning,Gastrointestinal,"body ache, cough, vomiting",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
941,Vitamin D Deficiency,General,"itching, nausea, stomach pain",5,General Physician,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
942,Bronchitis,Respiratory,"fever, itching, nausea",1,General Physician,Boiled vegetables,Cold drinks,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
943,Dengue,Infectious,"headache, stomach pain, vomiting",2,General Physician,Papaya,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
944,Amoebiasis,Gastrointestinal,"body ache, fatigue, nausea",9,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
945,Anemia,General,"fatigue, itching, nausea",5,General Physician,Papaya,Spicy street food,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
946,Vitamin D Deficiency,General,"body ache, headache, nausea",3,General Physician,Curd rice,Raw salads (if infectious),Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Jeera water for digestion.,Using battery acid for skin patches.
947,Sinusitis,Respiratory,"nausea, stomach pain, vomiting",5,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
948,Vitamin D Deficiency,General,"cough, headache, stomach pain",8,Specialist Doctor,Curd rice,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
949,Gastritis,Gastrointestinal,"body ache, fatigue, headache",5,General Physician,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
950,Heat Rash,Skin,"body ache, fatigue, fever",6,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
