disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
770,Gastritis,Gastrointestinal,"Upper stomach pain, Feeling full after small meal, Nausea",6,Specialist Doctor,Papaya,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
771,Heat Rash,Skin,"Prickly heat, Mild swelling, Small red bumps",4,General Physician,Papaya,Raw salads (if infectious),Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
772,Common Cold,Infectious,"Mild fever, Sore throat, Sneezing",7,Specialist Doctor,Papaya,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
773,Dengue,Infectious,"Retro-orbital pain, High fever, Bleeding gums, Joint pain",2,General Physician,Curd rice,Spicy street food,Yoga (Pranayama),Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
774,Amoebiasis,Gastrointestinal,"Bloody stools, Weight loss, Tenesmus, Stomach cramps",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
775,Allergic Rhinitis,Respiratory,"Constant sneezing, Itchy nose, Watery eyes, Puffy eyelids",1,General Physician,Papaya,Cold drinks,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
776,Allergic Rhinitis,Respiratory,"Constant sneezing, Puffy eyelids, Watery eyes, Itchy nose",10,Specialist Doctor,Curd rice,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
777,Dehydration,General,"Dark urine, Extreme thirst, Dry mouth, Dizziness",1,General Physician,Pomegranate,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
778,Influenza,Infectious,"Dry cough, High fever, Severe body ache, Chills",6,Specialist Doctor,Curd rice,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
779,Fungal Infection,Skin,"Ring-shaped rash, Discolored nails, Scaly skin",8,Specialist Doctor,Papaya,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
780,Acidity,Gastrointestinal,"Sour burps, Burning sensation in chest, Heartburn, Bloating",6,Specialist Doctor,Papaya,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
781,Asthma,Respiratory,"Chest tightness, Night cough, Wheezing sounds",2,General Physician,Pomegranate,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Jeera water for digestion.,Putting oil or ghee on open wounds.
782,Chickenpox,Infectious,"Loss of appetite, Fluid-filled blisters, Intense itching",2,General Physician,Boiled vegetables,Raw salads (if infectious),Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
783,Sinusitis,Respiratory,"Thick yellow mucus, Headache, Facial pressure",3,General Physician,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
784,Dengue,Infectious,"Joint pain, Retro-orbital pain, Bleeding gums",9,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
785,Heat Rash,Skin,"Prickly heat, Small red bumps, Mild swelling, Itching in sweat areas",3,General Physician,Papaya,Spicy street food,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
786,Diarrhea,Gastrointestinal,"Loose stools, Urgency, Abdominal cramps",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
787,Acne,Skin,"Blackheads, Pimples, Oily skin, Red bumps",6,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
788,Asthma,Respiratory,"Wheezing sounds, Chest tightness, Night cough, Difficulty breathing",3,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
789,Heat Rash,Skin,"Prickly heat, Itching in sweat areas, Small red bumps, Mild swelling",9,Specialist Doctor,Pomegranate,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
790,Gastritis,Gastrointestinal,"Indigestion, Nausea, Upper stomach pain",6,Specialist Doctor,Boiled vegetables,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
791,Asthma,Respiratory,"Wheezing sounds, Difficulty breathing, Chest tightness, Night cough",3,General Physician,Papaya,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
792,Food Poisoning,Gastrointestinal,"Fever, Projectile vomiting, Diarrhea",6,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
793,Sinusitis,Respiratory,"Facial pressure, Stuffed nose, Headache",7,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
794,Asthma,Respiratory,"Chest tightness, Wheezing sounds, Night cough",4,General Physician,Papaya,Spicy street food,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
795,Acidity,Gastrointestinal,"Bloating, Heartburn, Burning sensation in chest",8,Specialist Doctor,Curd rice,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
796,Sinusitis,Respiratory,"Facial pressure, Thick yellow mucus, Headache, Stuffed nose",8,Specialist Doctor,Curd rice,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
797,Heat Stroke,General,"Confusion, No sweating, Rapid pulse",5,General Physician,Curd rice,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
798,Sunburn,Skin,"Hot to touch, Red painful skin, Blisters, Peeling skin",4,General Physician,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
799,Amoebiasis,Gastrointestinal,"Tenesmus, Stomach cramps, Bloody stools",8,Specialist Doctor,Curd rice,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
800,Sinusitis,Respiratory,"Headache, Thick yellow mucus, Stuffed nose",10,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
801,Sinusitis,Respiratory,"Thick yellow mucus, Facial pressure, Headache",2,General Physician,Moong Dal Khichdi,Cold drinks,Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Coconut water for rehydration.,Rubbing heavy salt on rashes.
802,Heat Stroke,General,"No sweating, Confusion, Rapid pulse, Body temp above 104F",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Jeera water for digestion.,Rubbing heavy salt on rashes.
803,Anemia,General,"Brittle nails, Cold hands, Pale skin",5,General Physician,Curd rice,Spicy street food,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
804,Bronchitis,Respiratory,"Chest congestion, Shortness of breath, Persistent cough",10,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
805,Acne,Skin,"Oily skin, Pimples, Blackheads",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
806,Amoebiasis,Gastrointestinal,"Tenesmus, Stomach cramps, Weight loss",3,General Physician,Boiled vegetables,Spicy street food,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
807,Vitamin D Deficiency,General,"Bone pain, Muscle weakness, Hair loss, Mood changes",3,General Physician,Pomegranate,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
808,Anemia,General,"Cold hands, Brittle nails, Extreme fatigue",2,General Physician,Curd rice,Spicy street food,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
809,Amoebiasis,Gastrointestinal,"Weight loss, Tenesmus, Bloody stools",5,General Physician,Papaya,Deep-fried pakoras,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
810,Acidity,Gastrointestinal,"Sour burps, Heartburn, Burning sensation in chest, Bloating",1,General Physician,Curd rice,Raw salads (if infectious),Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
811,Fungal Infection,Skin,"Scaly skin, Discolored nails, Ring-shaped rash",10,Specialist Doctor,Curd rice,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
812,Allergic Rhinitis,Respiratory,"Watery eyes, Puffy eyelids, Itchy nose",1,General Physician,Pomegranate,Deep-fried pakoras,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
813,Typhoid,Infectious,"Stomach pain, Rose spots, High fever",1,General Physician,Curd rice,Excessive caffeine,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
814,Acne,Skin,"Red bumps, Pimples, Oily skin, Blackheads",5,General Physician,Boiled vegetables,Raw salads (if infectious),Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
815,Typhoid,Infectious,"Stomach pain, Rose spots, High fever",8,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
816,Vitamin D Deficiency,General,"Mood changes, Hair loss, Bone pain",10,Specialist Doctor,Papaya,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
817,Asthma,Respiratory,"Chest tightness, Night cough, Wheezing sounds",5,General Physician,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Coconut water for rehydration.,Putting oil or ghee on open wounds.
818,Dehydration,General,"Dry mouth, Extreme thirst, Dizziness, Dark urine",2,General Physician,Curd rice,Raw salads (if infectious),Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
819,Heat Stroke,General,"Rapid pulse, No sweating, Body temp above 104F, Confusion",10,Specialist Doctor,Curd rice,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
820,Asthma,Respiratory,"Chest tightness, Difficulty breathing, Wheezing sounds, Night cough",1,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
821,Common Cold,Infectious,"Mild fever, Runny nose, Sore throat",4,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
822,Allergic Rhinitis,Respiratory,"Itchy nose, Constant sneezing, Watery eyes",1,General Physician,Curd rice,Spicy street food,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
823,Food Poisoning,Gastrointestinal,"Abdominal cramps, Projectile vomiting, Diarrhea",3,General Physician,Curd rice,Cold drinks,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
824,Gastritis,Gastrointestinal,"Upper stomach pain, Indigestion, Feeling full after small meal, Nausea",1,General Physician,Papaya,Spicy street food,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
825,Chickenpox,Infectious,"Loss of appetite, Intense itching, Fluid-filled blisters",7,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
826,Diarrhea,Gastrointestinal,"Urgency, Dehydration, Loose stools, Abdominal cramps",2,General Physician,Papaya,Spicy street food,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
827,Amoebiasis,Gastrointestinal,"Weight loss, Stomach cramps, Bloody stools, Tenesmus",6,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
828,Acne,Skin,"Oily skin, Blackheads, Pimples",7,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
829,Malaria,Infectious,"Cyclical fever, Profuse sweating, Shivering chills",10,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
830,Acidity,Gastrointestinal,"Heartburn, Sour burps, Burning sensation in chest",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
831,Heat Rash,Skin,"Mild swelling, Small red bumps, Itching in sweat areas, Prickly heat",10,Specialist Doctor,Pomegranate,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
832,Amoebiasis,Gastrointestinal,"Tenesmus, Bloody stools, Weight loss",3,General Physician,Pomegranate,Excessive caffeine,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
833,Acne,Skin,"Oily skin, Red bumps, Pimples",6,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
834,Sunburn,Skin,"Hot to touch, Red painful skin, Blisters",9,Specialist Doctor,Boiled vegetables,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
835,Asthma,Respiratory,"Chest tightness, Wheezing sounds, Night cough, Difficulty breathing",2,General Physician,Papaya,Excessive caffeine,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
836,Vitamin D Deficiency,General,"Hair loss, Mood changes, Bone pain",5,General Physician,Curd rice,Spicy street food,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
837,Dehydration,General,"Dark urine, Dizziness, Dry mouth, Extreme thirst",6,Specialist Doctor,Papaya,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
838,Dengue,Infectious,"Bleeding gums, Retro-orbital pain, High fever, Joint pain",2,General Physician,Curd rice,Excessive caffeine,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
839,Dehydration,General,"Dark urine, Dizziness, Dry mouth",8,Specialist Doctor,Pomegranate,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
840,Sinusitis,Respiratory,"Facial pressure, Headache, Thick yellow mucus, Stuffed nose",4,General Physician,Boiled vegetables,Excessive caffeine,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
841,Vitamin D Deficiency,General,"Hair loss, Mood changes, Muscle weakness",5,General Physician,Papaya,Excessive caffeine,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
842,Common Cold,Infectious,"Mild fever, Sore throat, Sneezing, Runny nose",2,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
843,Common Cold,Infectious,"Sneezing, Runny nose, Mild fever",5,General Physician,Moong Dal Khichdi,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
844,Acidity,Gastrointestinal,"Sour burps, Burning sensation in chest, Bloating, Heartburn",9,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
845,Sinusitis,Respiratory,"Headache, Stuffed nose, Thick yellow mucus",2,General Physician,Papaya,Excessive caffeine,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
846,Common Cold,Infectious,"Mild fever, Runny nose, Sore throat",4,General Physician,Curd rice,Raw salads (if infectious),Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
847,Sunburn,Skin,"Peeling skin, Hot to touch, Blisters",9,Specialist Doctor,Pomegranate,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
848,Dengue,Infectious,"High fever, Bleeding gums, Joint pain, Retro-orbital pain",5,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
849,Bronchitis,Respiratory,"Shortness of breath, Persistent cough, Chest congestion, Wheezing",1,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
850,Sinusitis,Respiratory,"Thick yellow mucus, Stuffed nose, Headache, Facial pressure",10,Specialist Doctor,Curd rice,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
851,Allergic Rhinitis,Respiratory,"Constant sneezing, Watery eyes, Puffy eyelids, Itchy nose",1,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
852,Heat Stroke,General,"No sweating, Rapid pulse, Body temp above 104F, Confusion",6,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
853,Allergic Rhinitis,Respiratory,"Constant sneezing, Watery eyes, Itchy nose",6,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
854,Sinusitis,Respiratory,"Stuffed nose, Thick yellow mucus, Facial pressure, Headache",5,General Physician,Papaya,Raw salads (if infectious),Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
855,Vitamin D Deficiency,General,"Muscle weakness, Mood changes, Hair loss, Bone pain",6,Specialist Doctor,Curd rice,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
856,Dehydration,General,"Dry mouth, Dark urine, Extreme thirst",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
857,Allergic Rhinitis,Respiratory,"Constant sneezing, Puffy eyelids, Watery eyes, Itchy nose",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
858,Chickenpox,Infectious,"Fever, Loss of appetite, Intense itching",6,Specialist Doctor,Papaya,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
859,Eczema,Skin,"Dry skin, Itchy patches, Cracked skin",4,General Physician,Papaya,Cold drinks,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
860,Sunburn,Skin,"Red painful skin, Peeling skin, Hot to touch",4,General Physician,Boiled vegetables,Deep-fried pakoras,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
861,Vitamin D Deficiency,General,"Mood changes, Muscle weakness, Hair loss, Bone pain",4,General Physician,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
862,Sinusitis,Respiratory,"Headache, Facial pressure, Stuffed nose, Thick yellow mucus",4,General Physician,Papaya,Spicy street food,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
863,Eczema,Skin,"Cracked skin, Dry skin, Itchy patches",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
864,Gastritis,Gastrointestinal,"Upper stomach pain, Nausea, Feeling full after small meal",3,General Physician,Curd rice,Cold drinks,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
865,Amoebiasis,Gastrointestinal,"Weight loss, Stomach cramps, Bloody stools, Tenesmus",9,Specialist Doctor,Papaya,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
866,Dehydration,General,"Dry mouth, Dizziness, Dark urine, Extreme thirst",8,Specialist Doctor,Papaya,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
